date,title,url,change,compare_base,index_value,basket_index,products,event,vegetable_price,pork_price,beef_price,mutton_price,egg_price,chicken_price,fish_price,apple_price,banana_price,year,month,day,weekday,quarter,day_of_year,ma_7,ma_15,ma_30,change_percent,volatility,index_value_scaled
2024-08-05,"8月5日：""农产品批发价格200指数""比昨天下降1.62个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240805_56632860.htm,-1.62,昨天,54.45,55.1,"{'vegetable': {'name': '蔬菜', 'price': 5.0, 'change_percent': -5.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.64, 'change_percent': -3.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.0, 'change_percent': -2.5, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.22, 'change_percent': -3.2, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.31, 'change_percent': 1.4, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.53, 'change_percent': -2.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.46, 'change_percent': -0.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.7, 'change_percent': 0.9, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.35, 'change_percent': -5.0, 'unit': '元/公斤'}}",,5.0,19.64,68.0,60.22,10.31,16.53,12.46,8.7,5.35,2024,8,5,0,3,218,50.68428571428571,45.92333333333333,38.66766666666667,-2.975206611570248,0.17591935381783894,-0.2843137321985511
2024-08-06,"8月6日：""农产品批发价格200指数""比昨天下降1.62个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240806_63741466.htm,-1.62,昨天,56.07,56.74,"{'vegetable': {'name': '蔬菜', 'price': 5.39, 'change_percent': 2.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.84, 'change_percent': -2.9, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.11, 'change_percent': -0.9, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.45, 'change_percent': -2.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.13, 'change_percent': -0.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.62, 'change_percent': -1.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.39, 'change_percent': -1.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.21, 'change_percent': -4.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.5, 'change_percent': -2.3, 'unit': '元/公斤'}}",,5.39,19.84,69.11,60.45,10.13,16.62,12.39,8.21,5.5,2024,8,6,1,3,219,52.01285714285715,47.14333333333333,39.663000000000004,-2.889245585874799,0.2078804601552371,-0.2699333017430194
2024-08-07,"8月7日：""农产品批发价格200指数""比昨天下降1.78个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240807_68432902.htm,-1.78,昨天,57.69,58.38,"{'vegetable': {'name': '蔬菜', 'price': 5.35, 'change_percent': 1.6, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.27, 'change_percent': -0.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 67.83, 'change_percent': -2.7, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.9, 'change_percent': -2.1, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.89, 'change_percent': -2.7, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.78, 'change_percent': -0.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.49, 'change_percent': -0.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.58, 'change_percent': -0.5, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.65, 'change_percent': 0.4, 'unit': '元/公斤'}}",,5.35,20.27,67.83,60.9,9.89,16.78,12.49,8.58,5.65,2024,8,7,2,3,220,53.38142857142857,48.39333333333333,40.696333333333335,-3.0854567516033975,0.24046581778680695,-0.2555528712874876
2024-08-08,"8月8日：""农产品批发价格200指数""比昨天下降1.24个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240808_86039531.htm,-1.24,昨天,59.47,60.19,"{'vegetable': {'name': '蔬菜', 'price': 5.29, 'change_percent': 0.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.73, 'change_percent': -3.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 67.96, 'change_percent': -2.5, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.37, 'change_percent': 0.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.15, 'change_percent': -0.1, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.47, 'change_percent': -2.4, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.4, 'change_percent': -1.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.26, 'change_percent': -4.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.58, 'change_percent': -0.9, 'unit': '元/公斤'}}",,5.29,19.73,67.96,62.37,10.15,16.47,12.4,8.26,5.58,2024,8,8,3,3,221,54.83428571428571,49.682,41.76133333333334,-2.0850849167647554,0.2505137578202258,-0.239752151404249
2024-08-09,"8月9日：""农产品批发价格200指数""比昨天下降1.65个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240809_24351115.htm,-1.65,昨天,60.71,61.43,"{'vegetable': {'name': '蔬菜', 'price': 5.22, 'change_percent': -0.9, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.73, 'change_percent': -3.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.29, 'change_percent': -0.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.8, 'change_percent': -2.2, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.96, 'change_percent': -2.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.88, 'change_percent': -0.0, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.08, 'change_percent': -3.6, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.68, 'change_percent': 0.7, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.68, 'change_percent': 1.0, 'unit': '元/公斤'}}",,5.22,19.73,69.29,60.8,9.96,16.88,12.08,8.68,5.68,2024,8,9,4,3,222,56.24714285714286,50.970666666666666,42.83933333333333,-2.717838906275737,0.2512919000837225,-0.22874490833952094
2024-08-10,"8月10日：""农产品批发价格200指数""比昨天下降1.25个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240810_62000449.htm,-1.25,昨天,62.36,63.11,"{'vegetable': {'name': '蔬菜', 'price': 5.39, 'change_percent': 2.3, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.67, 'change_percent': -3.7, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.05, 'change_percent': -2.3, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.65, 'change_percent': -0.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.03, 'change_percent': -1.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.98, 'change_percent': 0.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.53, 'change_percent': 0.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.73, 'change_percent': 1.3, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.67, 'change_percent': 0.8, 'unit': '元/公斤'}}",,5.39,19.67,68.05,61.65,10.03,16.98,12.53,8.73,5.67,2024,8,10,5,3,223,57.71857142857142,52.284,43.943,-2.004490057729314,0.24649929971903237,-0.21409817361629416
2024-08-11,"8月11日：""农产品批发价格200指数""比昨天下降1.73个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240811_65049580.htm,-1.73,昨天,63.61,64.37,"{'vegetable': {'name': '蔬菜', 'price': 5.08, 'change_percent': -3.5, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.04, 'change_percent': -1.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 67.47, 'change_percent': -3.2, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.83, 'change_percent': -2.1, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.29, 'change_percent': 1.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.22, 'change_percent': -3.9, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.35, 'change_percent': -1.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.29, 'change_percent': -3.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.59, 'change_percent': -0.6, 'unit': '元/公斤'}}",,5.08,20.04,67.47,60.83,10.29,16.22,12.35,8.29,5.59,2024,8,11,6,3,224,59.19428571428572,53.62266666666667,45.05833333333333,-2.719698160666562,0.22021634384238498,-0.20300216246233446
2024-08-12,"8月12日：""农产品批发价格200指数""比昨天下降1.40个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240812_90448784.htm,-1.4,昨天,65.34,66.12,"{'vegetable': {'name': '蔬菜', 'price': 5.14, 'change_percent': -2.3, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.77, 'change_percent': -3.2, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.13, 'change_percent': -2.2, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.39, 'change_percent': -1.2, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.14, 'change_percent': -0.2, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.87, 'change_percent': -0.0, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.58, 'change_percent': 0.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.4, 'change_percent': -2.5, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.74, 'change_percent': 2.0, 'unit': '元/公斤'}}",,5.14,19.77,68.13,61.39,10.14,16.87,12.58,8.4,5.74,2024,8,12,0,3,225,60.75,55.02733333333334,46.21666666666667,-2.14263850627487,0.2251560305550513,-0.18764528302525418
2024-08-13,"8月13日：""农产品批发价格200指数""比昨天下降2.06个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240813_93853513.htm,-2.06,昨天,66.74,67.54,"{'vegetable': {'name': '蔬菜', 'price': 5.01, 'change_percent': -4.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.14, 'change_percent': -1.3, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.43, 'change_percent': -1.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.03, 'change_percent': -1.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.95, 'change_percent': -2.1, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.29, 'change_percent': -3.5, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.46, 'change_percent': -0.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.5, 'change_percent': -1.4, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.56, 'change_percent': -1.1, 'unit': '元/公斤'}}",,5.01,20.14,68.43,61.03,9.95,16.29,12.46,8.5,5.56,2024,8,13,1,3,226,62.27428571428571,56.452000000000005,47.400333333333336,-3.086604734791729,0.30395801715129345,-0.1752177505328194
2024-08-14,"8月14日：""农产品批发价格200指数""比昨天下降1.74个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240814_20592870.htm,-1.74,昨天,68.8,69.63,"{'vegetable': {'name': '蔬菜', 'price': 5.07, 'change_percent': -3.7, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.53, 'change_percent': 0.6, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.27, 'change_percent': -2.0, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.64, 'change_percent': -0.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.24, 'change_percent': 0.8, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.69, 'change_percent': -1.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.18, 'change_percent': -2.7, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.66, 'change_percent': 0.5, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.36, 'change_percent': -4.8, 'unit': '元/公斤'}}",,5.07,20.53,68.27,61.64,10.24,16.69,12.18,8.66,5.36,2024,8,14,2,3,227,63.86142857142857,57.92066666666666,48.63066666666667,-2.5290697674418605,0.3000793545842313,-0.1569315241510938
2024-08-15,"8月15日：""农产品批发价格200指数""比昨天下降1.49个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240815_48828838.htm,-1.49,昨天,70.54,71.39,"{'vegetable': {'name': '蔬菜', 'price': 5.03, 'change_percent': -4.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.19, 'change_percent': -1.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.65, 'change_percent': -1.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.76, 'change_percent': -0.6, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.2, 'change_percent': 0.4, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.68, 'change_percent': -1.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.44, 'change_percent': -0.6, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.53, 'change_percent': -0.9, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.54, 'change_percent': -1.4, 'unit': '元/公斤'}}",,5.03,20.19,68.65,61.76,10.2,16.68,12.44,8.53,5.54,2024,8,15,3,3,228,65.44285714285715,59.416000000000004,49.89233333333333,-2.1122767224269916,0.2655631930894786,-0.14148587662478182
2024-08-16,"8月16日：""农产品批发价格200指数""比昨天下降1.41个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240816_26903988.htm,-1.41,昨天,72.03,72.9,"{'vegetable': {'name': '蔬菜', 'price': 5.1, 'change_percent': -3.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.95, 'change_percent': -2.2, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.36, 'change_percent': -1.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.61, 'change_percent': -2.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.16, 'change_percent': 0.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.33, 'change_percent': -3.2, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.05, 'change_percent': -3.7, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.51, 'change_percent': -1.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.37, 'change_percent': -4.4, 'unit': '元/公斤'}}",,5.1,19.95,68.36,60.61,10.16,16.33,12.05,8.51,5.37,2024,8,16,4,3,229,67.05999999999999,60.931333333333335,51.175,-1.957517700957934,0.2759054358360475,-0.1282594313292619
2024-08-17,"8月17日：""农产品批发价格200指数""比昨天下降0.67个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240817_99265750.htm,-0.67,昨天,73.44,74.32,"{'vegetable': {'name': '蔬菜', 'price': 5.35, 'change_percent': 1.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.38, 'change_percent': -0.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 70.07, 'change_percent': 0.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.29, 'change_percent': -1.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.9, 'change_percent': -2.5, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.85, 'change_percent': -0.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.69, 'change_percent': 1.4, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.46, 'change_percent': -1.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.54, 'change_percent': -1.4, 'unit': '元/公斤'}}",,5.35,20.38,70.07,61.29,9.9,16.85,12.69,8.46,5.54,2024,8,17,5,3,230,68.64285714285714,62.43933333333334,52.47,-0.9123093681917213,0.4342042530116468,-0.11574313074759539
2024-08-18,"8月18日：""农产品批发价格200指数""比昨天下降0.64个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240818_36866746.htm,-0.64,昨天,74.11,75.0,"{'vegetable': {'name': '蔬菜', 'price': 5.17, 'change_percent': -1.7, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.74, 'change_percent': 1.7, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.95, 'change_percent': -1.0, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.83, 'change_percent': 1.2, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.2, 'change_percent': 0.4, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.07, 'change_percent': 1.2, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.57, 'change_percent': 0.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.55, 'change_percent': -0.7, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.62, 'change_percent': -0.1, 'unit': '元/公斤'}}",,5.17,20.74,68.95,62.83,10.2,17.07,12.57,8.55,5.62,2024,8,18,6,3,231,70.14285714285714,63.90933333333333,53.75633333333333,-0.8635811631358792,0.5241137644589248,-0.10979566876907297
2024-08-19,"8月19日：""农产品批发价格200指数""比昨天下降2.03个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240819_64050784.htm,-2.03,昨天,74.75,75.65,"{'vegetable': {'name': '蔬菜', 'price': 5.33, 'change_percent': 1.3, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.76, 'change_percent': -3.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 67.78, 'change_percent': -2.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.29, 'change_percent': -1.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.65, 'change_percent': -5.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.77, 'change_percent': -0.5, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.38, 'change_percent': -1.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.5, 'change_percent': -1.3, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.59, 'change_percent': -0.6, 'unit': '元/公斤'}}",,5.33,19.76,67.78,61.29,9.65,16.77,12.38,8.5,5.59,2024,8,19,0,3,232,71.48714285714286,65.34066666666666,55.043,-2.71571906354515,0.5857433209993147,-0.1041145110582456
2024-08-20,"8月20日：""农产品批发价格200指数""比昨天下降2.02个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240820_85860446.htm,-2.02,昨天,76.78,77.7,"{'vegetable': {'name': '蔬菜', 'price': 5.19, 'change_percent': -1.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.35, 'change_percent': -0.2, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 67.55, 'change_percent': -3.0, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.22, 'change_percent': -3.0, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.05, 'change_percent': -1.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.75, 'change_percent': -0.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.53, 'change_percent': 0.2, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.37, 'change_percent': -2.7, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.46, 'change_percent': -2.8, 'unit': '元/公斤'}}",,5.19,20.35,67.55,60.22,10.05,16.75,12.53,8.37,5.46,2024,8,20,1,3,233,72.92142857142858,66.82933333333332,56.376333333333335,-2.6308934618390207,0.5787753902689888,-0.08609458894421504
2024-08-21,"8月21日：""农产品批发价格200指数""比昨天下降1.61个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240821_23455339.htm,-1.61,昨天,78.8,79.75,"{'vegetable': {'name': '蔬菜', 'price': 5.09, 'change_percent': -3.2, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.63, 'change_percent': -3.7, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.6, 'change_percent': -1.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.19, 'change_percent': -1.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.69, 'change_percent': -4.5, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.64, 'change_percent': -1.3, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.38, 'change_percent': -1.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.58, 'change_percent': -0.4, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.52, 'change_percent': -1.7, 'unit': '元/公斤'}}",,5.09,19.63,68.6,61.19,9.69,16.64,12.38,8.58,5.52,2024,8,21,2,3,234,74.35000000000001,68.34466666666667,57.74400000000001,-2.0431472081218276,0.5691221310053475,-0.06816343491941619
2024-08-22,"8月22日：""农产品批发价格200指数""比昨天下降2.49个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240822_12125825.htm,-2.49,昨天,80.41,81.38,"{'vegetable': {'name': '蔬菜', 'price': 5.22, 'change_percent': -0.7, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.13, 'change_percent': -1.3, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 67.57, 'change_percent': -2.9, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 59.79, 'change_percent': -3.7, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.9, 'change_percent': -2.5, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.57, 'change_percent': -1.7, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.22, 'change_percent': -2.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.5, 'change_percent': -1.3, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.4, 'change_percent': -3.8, 'unit': '元/公斤'}}",,5.22,20.13,67.57,59.79,9.9,16.57,12.22,8.5,5.4,2024,8,22,3,3,235,75.75999999999999,69.85933333333332,59.126333333333335,-3.0966297724163665,0.7024413210538507,-0.05387177255311611
2024-08-23,"8月23日：""农产品批发价格200指数""比昨天下降0.76个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240823_59173173.htm,-0.76,昨天,82.9,83.89,"{'vegetable': {'name': '蔬菜', 'price': 5.03, 'change_percent': -4.2, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.77, 'change_percent': -3.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.39, 'change_percent': -1.7, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.6, 'change_percent': -0.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.35, 'change_percent': 2.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.0, 'change_percent': 0.9, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.6, 'change_percent': 0.8, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.44, 'change_percent': -2.0, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.63, 'change_percent': 0.2, 'unit': '元/公斤'}}",,5.03,19.77,68.39,61.6,10.35,17.0,12.6,8.44,5.63,2024,8,23,4,3,236,77.31285714285715,71.42133333333332,60.55166666666666,-0.9167671893848008,0.7646785817148286,-0.0317685183344283
2024-08-24,"8月24日：""农产品批发价格200指数""比昨天下降1.46个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240824_96355825.htm,-1.46,昨天,83.66,84.66,"{'vegetable': {'name': '蔬菜', 'price': 5.41, 'change_percent': 3.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.41, 'change_percent': 0.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.86, 'change_percent': -1.0, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.85, 'change_percent': -0.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.06, 'change_percent': -0.8, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.63, 'change_percent': -1.3, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.24, 'change_percent': -2.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.29, 'change_percent': -3.7, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.36, 'change_percent': -4.6, 'unit': '元/公斤'}}",,5.41,20.41,68.86,61.85,10.06,16.63,12.24,8.29,5.36,2024,8,24,5,3,237,78.77285714285713,72.95133333333334,61.961000000000006,-1.7451589768109015,0.68253728312614,-0.025022143552820886
2024-08-25,"8月25日：""农产品批发价格200指数""比昨天下降2.25个点",https://www.agri.cn/V20/ZX/nyyw/2024/08/t20240825_27512535.htm,-2.25,昨天,85.12,86.14,"{'vegetable': {'name': '蔬菜', 'price': 5.11, 'change_percent': -2.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.05, 'change_percent': -1.6, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.35, 'change_percent': -1.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.98, 'change_percent': -0.1, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.06, 'change_percent': -0.9, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.2, 'change_percent': -3.9, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.5, 'change_percent': 0.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.48, 'change_percent': -1.5, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.35, 'change_percent': -4.8, 'unit': '元/公斤'}}",,5.11,20.05,68.35,61.98,10.06,16.2,12.5,8.48,5.35,2024,8,25,6,3,238,80.34571428571428,74.46866666666666,63.376333333333335,-2.6433270676691727,0.579244170901945,-0.012062002524995884
